Dep_Airport,Arr_Airport,avg_duration,distance_type
LAX,HNL,347.0,Medium Haul <3000Mi
LAX,HOU,184.0,Short Haul >1500Mi
LAX,IAD,283.0,Medium Haul <3000Mi
LAX,IAH,190.0,Short Haul >1500Mi
LAX,ICT,171.0,Short Haul >1500Mi
LAX,IND,236.0,Medium Haul <3000Mi
LAX,ITO,346.5,Medium Haul <3000Mi
LAX,JAC,134.0,Short Haul >1500Mi
LAX,JAX,270.0,Medium Haul <3000Mi
LAX,JFK,319.0,Medium Haul <3000Mi
LAX,KOA,335.0,Medium Haul <3000Mi
LAX,LAS,69.0,Short Haul >1500Mi
LAX,LGA,310.0,Medium Haul <3000Mi
LAX,LIH,354.0,Medium Haul <3000Mi
LAX,LIT,204.5,Short Haul >1500Mi
LAX,MCI,183.0,Short Haul >1500Mi
LAX,MCO,282.0,Medium Haul <3000Mi
LAX,MDW,227.0,Medium Haul <3000Mi
LAX,MEM,212.0,Medium Haul <3000Mi
LAX,MFE,188.0,Short Haul >1500Mi
LAX,MFR,115.5,Short Haul >1500Mi
LAX,MIA,291.0,Medium Haul <3000Mi
LAX,MKE,243.0,Medium Haul <3000Mi
LAX,MRY,74.0,Short Haul >1500Mi
LAX,MSN,223.5,Medium Haul <3000Mi
LAX,MSO,152.0,Short Haul >1500Mi
LAX,MSP,207.0,Medium Haul <3000Mi
LAX,MSY,212.0,Medium Haul <3000Mi
LAX,MTJ,120.5,Short Haul >1500Mi
LAX,OAK,72.0,Short Haul >1500Mi
LAX,OGG,340.0,Medium Haul <3000Mi
LAX,OKC,170.0,Short Haul >1500Mi
LAX,OMA,190.0,Short Haul >1500Mi
LAX,ORD,236.0,Medium Haul <3000Mi
LAX,PAE,168.0,Short Haul >1500Mi
LAX,PBI,284.0,Medium Haul <3000Mi
LAX,PDX,140.0,Short Haul >1500Mi
LAX,PHL,299.0,Medium Haul <3000Mi
LAX,PHX,80.0,Short Haul >1500Mi
LAX,PIT,267.0,Medium Haul <3000Mi
LAX,PRC,78.0,Short Haul >1500Mi
LAX,PSC,136.5,Short Haul >1500Mi
LAX,PSP,57.0,Short Haul >1500Mi
LAX,PVU,102.5,Short Haul >1500Mi
LAX,RDD,101.0,Short Haul >1500Mi
LAX,RDM,131.0,Short Haul >1500Mi
LAX,RDU,281.0,Medium Haul <3000Mi
LAX,RNO,83.0,Short Haul >1500Mi
LAX,RSW,272.0,Medium Haul <3000Mi
LAX,SAN,53.0,Short Haul >1500Mi
LAX,SAT,165.0,Short Haul >1500Mi
LAX,SBA,49.0,Short Haul >1500Mi
LAX,SBN,260.5,Medium Haul <3000Mi
LAX,SBP,58.0,Short Haul >1500Mi
LAX,SDF,237.0,Medium Haul <3000Mi
LAX,SEA,165.0,Short Haul >1500Mi
LAX,SFO,80.0,Short Haul >1500Mi
LAX,SGF,191.0,Short Haul >1500Mi
LAX,SHV,193.5,Short Haul >1500Mi
LAX,SJC,69.0,Short Haul >1500Mi
LAX,SLC,105.0,Short Haul >1500Mi
LAX,SMF,81.0,Short Haul >1500Mi
LAX,STL,206.0,Medium Haul <3000Mi
LAX,STS,94.0,Short Haul >1500Mi
LAX,SUN,130.0,Short Haul >1500Mi
LAX,TPA,270.0,Medium Haul <3000Mi
LAX,TUL,180.0,Short Haul >1500Mi
LAX,TUS,86.0,Short Haul >1500Mi
LAX,XNA,192.0,Short Haul >1500Mi
LBB,AUS,65.0,Short Haul >1500Mi
LBB,DAL,64.0,Short Haul >1500Mi
LBB,DEN,91.0,Short Haul >1500Mi
LBB,DFW,74.0,Short Haul >1500Mi
LBB,HOU,82.0,Short Haul >1500Mi
LBB,IAH,100.0,Short Haul >1500Mi
LBB,LAS,128.0,Short Haul >1500Mi
LBB,PHX,121.0,Short Haul >1500Mi
LBE,MCO,145.0,Short Haul >1500Mi
LBE,MYR,82.0,Short Haul >1500Mi
LBF,DEN,65.0,Short Haul >1500Mi
LBF,SUX,63.0,Short Haul >1500Mi
LBL,DDC,35.0,Short Haul >1500Mi
LBL,DEN,68.0,Short Haul >1500Mi
LCH,DFW,81.0,Short Haul >1500Mi
LCH,IAH,66.0,Short Haul >1500Mi
LCK,CHS,95.0,Short Haul >1500Mi
LCK,FLL,151.0,Short Haul >1500Mi
LCK,MYR,85.0,Short Haul >1500Mi
LCK,PGD,139.0,Short Haul >1500Mi
LCK,PIE,130.0,Short Haul >1500Mi
LCK,SAV,93.0,Short Haul >1500Mi
LCK,SFB,121.0,Short Haul >1500Mi
LCK,SRQ,136.0,Short Haul >1500Mi
LCK,VPS,112.5,Short Haul >1500Mi
LEX,ATL,79.0,Short Haul >1500Mi
LEX,CLT,85.0,Short Haul >1500Mi
LEX,DCA,84.0,Short Haul >1500Mi
LEX,DEN,194.5,Short Haul >1500Mi
LEX,DFW,145.0,Short Haul >1500Mi
LEX,DTW,77.0,Short Haul >1500Mi
LEX,FLL,139.0,Short Haul >1500Mi
LEX,HOU,147.5,Short Haul >1500Mi
LEX,LAS,244.5,Medium Haul <3000Mi
LEX,LGA,109.0,Short Haul >1500Mi
LEX,MIA,147.0,Short Haul >1500Mi
LEX,MYR,79.0,Short Haul >1500Mi
LEX,ORD,92.0,Short Haul >1500Mi
LEX,PGD,125.0,Short Haul >1500Mi
LEX,PHL,100.0,Short Haul >1500Mi
LEX,PIE,111.0,Short Haul >1500Mi
LEX,SFB,107.0,Short Haul >1500Mi
LEX,VPS,104.0,Short Haul >1500Mi
LFT,ATL,99.0,Short Haul >1500Mi
LFT,CLT,128.5,Short Haul >1500Mi
LFT,DFW,91.0,Short Haul >1500Mi
LFT,IAH,68.0,Short Haul >1500Mi
LGA,ACK,68.0,Short Haul >1500Mi
LGA,AGS,146.0,Short Haul >1500Mi
LGA,ALB,58.0,Short Haul >1500Mi
LGA,ATL,142.0,Short Haul >1500Mi
LGA,AVL,127.0,Short Haul >1500Mi
LGA,BDL,52.0,Short Haul >1500Mi
LGA,BGM,56.0,Short Haul >1500Mi
LGA,BGR,82.0,Short Haul >1500Mi
LGA,BHM,153.0,Short Haul >1500Mi
LGA,BNA,145.0,Short Haul >1500Mi
LGA,BOS,70.0,Short Haul >1500Mi
LGA,BTV,75.0,Short Haul >1500Mi
LGA,BUF,79.0,Short Haul >1500Mi
LGA,CAE,122.0,Short Haul >1500Mi
LGA,CHO,83.0,Short Haul >1500Mi
LGA,CHS,128.0,Short Haul >1500Mi
LGA,CLE,100.0,Short Haul >1500Mi
LGA,CLT,119.0,Short Haul >1500Mi
LGA,CMH,107.0,Short Haul >1500Mi
LGA,CVG,127.0,Short Haul >1500Mi
LGA,DAL,219.0,Short Haul >1500Mi
LGA,DAY,118.0,Short Haul >1500Mi
LGA,DCA,76.0,Short Haul >1500Mi
LGA,DEN,253.0,Medium Haul <3000Mi
LGA,DFW,232.0,Short Haul >1500Mi
LGA,DSM,178.0,Short Haul >1500Mi
LGA,DTW,111.0,Short Haul >1500Mi
LGA,EGE,288.0,Medium Haul <3000Mi
LGA,EYW,221.0,Short Haul >1500Mi
LGA,FLL,179.0,Short Haul >1500Mi
LGA,GRR,123.0,Short Haul >1500Mi
LGA,GSO,105.0,Short Haul >1500Mi
LGA,GSP,124.0,Short Haul >1500Mi
LGA,HHH,132.0,Short Haul >1500Mi
LGA,HOU,227.0,Short Haul >1500Mi
LGA,HYA,61.0,Short Haul >1500Mi
LGA,IAD,81.0,Short Haul >1500Mi
LGA,IAH,233.0,Short Haul >1500Mi
LGA,ILM,108.0,Short Haul >1500Mi
LGA,IND,132.0,Short Haul >1500Mi
LGA,JAC,304.0,Medium Haul <3000Mi
LGA,JAX,151.0,Short Haul >1500Mi
LGA,LAS,327.0,Medium Haul <3000Mi
LGA,LAX,359.0,Medium Haul <3000Mi
LGA,LEX,147.0,Short Haul >1500Mi
LGA,LIT,190.0,Short Haul >1500Mi
LGA,MCI,190.0,Short Haul >1500Mi
LGA,MCO,168.0,Short Haul >1500Mi
LGA,MDW,136.0,Short Haul >1500Mi
LGA,MEM,173.0,Short Haul >1500Mi
LGA,MIA,185.0,Short Haul >1500Mi
LGA,MKE,144.0,Short Haul >1500Mi
LGA,MSN,149.0,Short Haul >1500Mi
LGA,MSP,175.0,Short Haul >1500Mi
LGA,MSY,195.0,Short Haul >1500Mi
LGA,MTJ,298.0,Medium Haul <3000Mi
LGA,MVY,63.0,Short Haul >1500Mi
LGA,MYR,110.0,Short Haul >1500Mi
LGA,OKC,225.0,Short Haul >1500Mi
LGA,OMA,193.0,Short Haul >1500Mi
LGA,ORD,151.0,Short Haul >1500Mi
LGA,ORF,83.0,Short Haul >1500Mi
LGA,ORH,59.0,Short Haul >1500Mi
LGA,PBI,174.0,Short Haul >1500Mi
LGA,PHL,61.0,Short Haul >1500Mi
LGA,PHX,334.5,Medium Haul <3000Mi
LGA,PIT,88.0,Short Haul >1500Mi
LGA,PNS,181.0,Short Haul >1500Mi
LGA,PVD,57.0,Short Haul >1500Mi
LGA,PWM,74.0,Short Haul >1500Mi
LGA,RDU,100.0,Short Haul >1500Mi
LGA,RIC,85.0,Short Haul >1500Mi
LGA,ROA,100.0,Short Haul >1500Mi
LGA,ROC,76.0,Short Haul >1500Mi
LGA,RSW,184.0,Short Haul >1500Mi
LGA,SAV,138.0,Short Haul >1500Mi
LGA,SBN,137.0,Short Haul >1500Mi
LGA,SCE,66.0,Short Haul >1500Mi
LGA,SDF,137.0,Short Haul >1500Mi
LGA,SLC,300.0,Medium Haul <3000Mi
LGA,SRQ,183.0,Short Haul >1500Mi
LGA,STL,160.0,Short Haul >1500Mi
LGA,SYR,69.0,Short Haul >1500Mi
LGA,TPA,172.0,Short Haul >1500Mi
LGA,TUL,209.0,Short Haul >1500Mi
LGA,TVC,127.0,Short Haul >1500Mi
LGA,TYS,128.0,Short Haul >1500Mi
LGA,XNA,199.0,Short Haul >1500Mi
LGB,ABQ,100.0,Short Haul >1500Mi
LGB,AUS,162.0,Short Haul >1500Mi
LGB,BNA,223.0,Medium Haul <3000Mi
LGB,BOI,106.0,Short Haul >1500Mi
LGB,COS,126.0,Short Haul >1500Mi
LGB,DAL,168.0,Short Haul >1500Mi
LGB,DEN,128.0,Short Haul >1500Mi
LGB,ELP,104.0,Short Haul >1500Mi
LGB,HNL,350.0,Medium Haul <3000Mi
LGB,HOU,179.0,Short Haul >1500Mi
LGB,LAS,62.0,Short Haul >1500Mi
LGB,MCI,178.0,Short Haul >1500Mi
LGB,MCO,293.0,Medium Haul <3000Mi
LGB,MDW,224.0,Medium Haul <3000Mi
LGB,MSY,203.5,Medium Haul <3000Mi
LGB,OAK,70.0,Short Haul >1500Mi
LGB,OGG,340.0,Medium Haul <3000Mi
LGB,PDX,135.0,Short Haul >1500Mi
LGB,PHX,72.0,Short Haul >1500Mi
LGB,RNO,74.0,Short Haul >1500Mi
LGB,SJC,66.0,Short Haul >1500Mi
LGB,SLC,106.0,Short Haul >1500Mi
LGB,SMF,75.0,Short Haul >1500Mi
LGB,STL,201.0,Medium Haul <3000Mi
LIH,DEN,402.0,Long Haul <6000Mi
LIH,HNL,39.0,Short Haul >1500Mi
LIH,KOA,52.0,Short Haul >1500Mi
LIH,LAS,340.0,Medium Haul <3000Mi
LIH,LAX,325.0,Medium Haul <3000Mi
LIH,OAK,306.0,Medium Haul <3000Mi
LIH,OGG,49.0,Short Haul >1500Mi
LIH,PDX,324.0,Medium Haul <3000Mi
LIH,PHX,354.0,Medium Haul <3000Mi
LIH,SAN,333.0,Medium Haul <3000Mi
LIH,SEA,338.0,Medium Haul <3000Mi
LIH,SFO,302.0,Medium Haul <3000Mi
LIH,SJC,302.0,Medium Haul <3000Mi
LIT,ATL,83.0,Short Haul >1500Mi
LIT,CLT,117.0,Short Haul >1500Mi
LIT,DAL,64.0,Short Haul >1500Mi
LIT,DCA,143.0,Short Haul >1500Mi
LIT,DEN,137.0,Short Haul >1500Mi
LIT,DFW,84.0,Short Haul >1500Mi
LIT,IAH,96.0,Short Haul >1500Mi
LIT,LAS,198.0,Short Haul >1500Mi
LIT,LAX,215.5,Short Haul >1500Mi
LIT,LGA,170.0,Short Haul >1500Mi
LIT,MIA,145.0,Short Haul >1500Mi
LIT,ORD,113.0,Short Haul >1500Mi
LIT,PHX,184.0,Short Haul >1500Mi
LIT,PIE,119.5,Short Haul >1500Mi
LIT,SFB,119.0,Short Haul >1500Mi
LIT,STL,66.0,Short Haul >1500Mi
LIT,VPS,86.0,Short Haul >1500Mi
LNK,DEN,98.0,Short Haul >1500Mi
LNK,ORD,106.0,Short Haul >1500Mi
LRD,DFW,85.0,Short Haul >1500Mi
LRD,LAS,170.0,Short Haul >1500Mi
LSE,MSP,52.0,Short Haul >1500Mi
LSE,ORD,74.0,Short Haul >1500Mi
LWS,DEN,128.0,Short Haul >1500Mi
LWS,SEA,83.0,Short Haul >1500Mi
LWS,SLC,89.0,Short Haul >1500Mi
MAF,AUS,58.0,Short Haul >1500Mi
MAF,DAL,68.0,Short Haul >1500Mi
MAF,DEN,108.0,Short Haul >1500Mi
MAF,DFW,74.0,Short Haul >1500Mi
MAF,HOU,77.0,Short Haul >1500Mi
MAF,IAH,85.0,Short Haul >1500Mi
MAF,LAS,129.0,Short Haul >1500Mi
MAF,PHX,113.0,Short Haul >1500Mi
MBS,DTW,48.0,Short Haul >1500Mi
MBS,ORD,80.0,Short Haul >1500Mi
MCI,ABQ,118.0,Short Haul >1500Mi
MCI,ATL,110.0,Short Haul >1500Mi
MCI,AUS,108.0,Short Haul >1500Mi
MCI,BNA,84.0,Short Haul >1500Mi
MCI,BOS,178.0,Short Haul >1500Mi
MCI,BWI,136.0,Short Haul >1500Mi
MCI,CHS,138.0,Short Haul >1500Mi
MCI,CLT,130.0,Short Haul >1500Mi
MCI,DAL,84.0,Short Haul >1500Mi
MCI,DCA,139.0,Short Haul >1500Mi
MCI,DEN,105.0,Short Haul >1500Mi
MCI,DFW,100.0,Short Haul >1500Mi
MCI,DTW,106.0,Short Haul >1500Mi
MCI,ECP,120.0,Short Haul >1500Mi
MCI,EWR,165.0,Short Haul >1500Mi
MCI,FLL,173.0,Short Haul >1500Mi
MCI,HOU,115.0,Short Haul >1500Mi
MCI,IAD,134.0,Short Haul >1500Mi
MCI,IAH,124.0,Short Haul >1500Mi
MCI,IND,77.0,Short Haul >1500Mi
MCI,JFK,169.0,Short Haul >1500Mi
MCI,LAS,175.0,Short Haul >1500Mi
MCI,LAX,205.0,Short Haul >1500Mi
MCI,LGA,161.0,Short Haul >1500Mi
MCI,LGB,198.0,Short Haul >1500Mi
MCI,MCO,155.0,Short Haul >1500Mi
MCI,MDW,75.0,Short Haul >1500Mi
MCI,MIA,183.0,Short Haul >1500Mi
MCI,MKE,81.0,Short Haul >1500Mi
MCI,MSP,78.0,Short Haul >1500Mi
MCI,MSY,105.0,Short Haul >1500Mi
MCI,MYR,133.0,Short Haul >1500Mi
MCI,OAK,213.0,Short Haul >1500Mi
MCI,ORD,91.0,Short Haul >1500Mi
MCI,PDX,211.0,Short Haul >1500Mi
MCI,PGD,165.0,Short Haul >1500Mi
MCI,PHL,153.0,Short Haul >1500Mi
MCI,PHX,164.0,Short Haul >1500Mi
MCI,PIE,150.0,Short Haul >1500Mi
MCI,PNS,113.0,Short Haul >1500Mi
MCI,RDU,132.5,Short Haul >1500Mi
MCI,RSW,158.5,Short Haul >1500Mi
MCI,SAN,195.0,Short Haul >1500Mi
MCI,SAT,113.0,Short Haul >1500Mi
MCI,SEA,232.0,Short Haul >1500Mi
MCI,SFO,226.0,Short Haul >1500Mi
MCI,SLC,151.0,Short Haul >1500Mi
MCI,SRQ,152.5,Short Haul >1500Mi
MCI,STL,54.0,Short Haul >1500Mi
MCI,TPA,145.0,Short Haul >1500Mi
MCI,VPS,121.0,Short Haul >1500Mi
MCO,ABQ,231.0,Medium Haul <3000Mi
MCO,ACY,133.0,Short Haul >1500Mi
MCO,ALB,158.0,Short Haul >1500Mi
MCO,ATL,91.0,Short Haul >1500Mi
MCO,AUS,166.0,Short Haul >1500Mi
MCO,BDL,160.0,Short Haul >1500Mi
MCO,BHM,93.0,Short Haul >1500Mi
MCO,BMI,164.0,Short Haul >1500Mi
MCO,BNA,117.0,Short Haul >1500Mi
MCO,BOS,175.0,Short Haul >1500Mi
MCO,BQN,161.0,Short Haul >1500Mi
MCO,BTR,108.0,Short Haul >1500Mi
MCO,BUF,154.0,Short Haul >1500Mi
MCO,BWI,127.0,Short Haul >1500Mi
MCO,CID,184.0,Short Haul >1500Mi
MCO,CLE,147.0,Short Haul >1500Mi
MCO,CLT,102.0,Short Haul >1500Mi
MCO,CMH,130.0,Short Haul >1500Mi
MCO,CRW,118.0,Short Haul >1500Mi
MCO,CVG,131.0,Short Haul >1500Mi
MCO,DAL,162.0,Short Haul >1500Mi
MCO,DCA,129.0,Short Haul >1500Mi
MCO,DEN,240.0,Medium Haul <3000Mi
MCO,DFW,173.0,Short Haul >1500Mi
MCO,DSM,191.0,Short Haul >1500Mi
MCO,DTW,156.0,Short Haul >1500Mi
MCO,ELP,239.0,Medium Haul <3000Mi
MCO,EWR,157.0,Short Haul >1500Mi
MCO,FAR,235.0,Medium Haul <3000Mi
MCO,FLL,61.0,Short Haul >1500Mi
MCO,GRB,190.0,Short Haul >1500Mi
MCO,GRR,167.0,Short Haul >1500Mi
MCO,HOU,147.0,Short Haul >1500Mi
MCO,HPN,160.0,Short Haul >1500Mi
MCO,IAD,125.0,Short Haul >1500Mi
MCO,IAH,151.0,Short Haul >1500Mi
MCO,IND,139.0,Short Haul >1500Mi
MCO,ISP,150.0,Short Haul >1500Mi
MCO,JAN,110.0,Short Haul >1500Mi
MCO,JFK,154.0,Short Haul >1500Mi
MCO,LAS,301.0,Medium Haul <3000Mi
MCO,LAX,321.0,Medium Haul <3000Mi
MCO,LBE,136.0,Short Haul >1500Mi
MCO,LGA,152.0,Short Haul >1500Mi
MCO,LGB,294.0,Medium Haul <3000Mi
MCO,MCI,174.0,Short Haul >1500Mi
MCO,MDT,145.0,Short Haul >1500Mi
MCO,MDW,162.0,Short Haul >1500Mi
MCO,MEM,124.0,Short Haul >1500Mi
MCO,MHT,170.0,Short Haul >1500Mi
MCO,MIA,65.0,Short Haul >1500Mi
MCO,MKE,168.0,Short Haul >1500Mi
MCO,MSN,186.0,Short Haul >1500Mi
MCO,MSP,207.0,Short Haul >1500Mi
MCO,MSY,106.0,Short Haul >1500Mi
MCO,MYR,83.0,Short Haul >1500Mi
MCO,OKC,174.0,Short Haul >1500Mi
MCO,OMA,188.0,Short Haul >1500Mi
MCO,ONT,321.5,Medium Haul <3000Mi
MCO,ORD,177.0,Short Haul >1500Mi
MCO,ORF,115.0,Short Haul >1500Mi
MCO,ORH,165.0,Short Haul >1500Mi
MCO,PDX,365.0,Medium Haul <3000Mi
MCO,PHL,145.0,Short Haul >1500Mi
MCO,PHX,280.0,Medium Haul <3000Mi
MCO,PIT,133.0,Short Haul >1500Mi
MCO,PNS,85.0,Short Haul >1500Mi
MCO,PSE,168.0,Short Haul >1500Mi
MCO,PVD,158.0,Short Haul >1500Mi
MCO,PWM,179.0,Short Haul >1500Mi
MCO,RDU,101.0,Short Haul >1500Mi
MCO,RIC,116.0,Short Haul >1500Mi
MCO,ROC,158.0,Short Haul >1500Mi
MCO,RSW,48.0,Short Haul >1500Mi
MCO,SAN,319.0,Medium Haul <3000Mi
MCO,SAT,172.0,Short Haul >1500Mi
MCO,SDF,124.0,Short Haul >1500Mi
MCO,SEA,371.0,Medium Haul <3000Mi
MCO,SFO,349.0,Medium Haul <3000Mi
MCO,SJU,166.0,Short Haul >1500Mi
MCO,SLC,289.0,Medium Haul <3000Mi
MCO,STL,148.0,Short Haul >1500Mi
MCO,STT,172.0,Short Haul >1500Mi
MCO,SWF,165.0,Short Haul >1500Mi
MCO,SYR,163.0,Short Haul >1500Mi
MCO,TTN,148.0,Short Haul >1500Mi
MCO,TUL,165.0,Short Haul >1500Mi
MCO,TYS,105.0,Short Haul >1500Mi
MCW,FOD,35.0,Short Haul >1500Mi
MCW,ORD,79.0,Short Haul >1500Mi
MDT,ATL,113.0,Short Haul >1500Mi
MDT,BNA,114.0,Short Haul >1500Mi
MDT,CLT,94.0,Short Haul >1500Mi
MDT,DFW,205.0,Short Haul >1500Mi
MDT,DTW,84.0,Short Haul >1500Mi
MDT,EWR,66.0,Short Haul >1500Mi
MDT,FLL,162.0,Short Haul >1500Mi
MDT,MCO,149.0,Short Haul >1500Mi
MDT,MYR,87.5,Short Haul >1500Mi
MDT,ORD,123.0,Short Haul >1500Mi
MDT,PGD,155.0,Short Haul >1500Mi
MDT,PIE,144.0,Short Haul >1500Mi
MDT,SFB,133.0,Short Haul >1500Mi
MDT,SRQ,146.5,Short Haul >1500Mi
MDW,ABQ,174.0,Short Haul >1500Mi
MDW,ALB,105.0,Short Haul >1500Mi
MDW,ATL,104.0,Short Haul >1500Mi
MDW,AUS,151.0,Short Haul >1500Mi
MDW,AVL,91.0,Short Haul >1500Mi
MDW,BDL,115.0,Short Haul >1500Mi
MDW,BHM,93.0,Short Haul >1500Mi
MDW,BNA,77.0,Short Haul >1500Mi
MDW,BOI,211.0,Short Haul >1500Mi
MDW,BOS,126.0,Short Haul >1500Mi
MDW,BUF,81.0,Short Haul >1500Mi
MDW,BUR,252.0,Medium Haul <3000Mi
MDW,BWI,98.0,Short Haul >1500Mi
MDW,CHS,113.0,Short Haul >1500Mi
MDW,CLE,64.0,Short Haul >1500Mi
MDW,CLT,100.0,Short Haul >1500Mi
MDW,CMH,62.0,Short Haul >1500Mi
MDW,COS,147.0,Short Haul >1500Mi
MDW,CVG,59.0,Short Haul >1500Mi
MDW,DAL,129.0,Short Haul >1500Mi
MDW,DCA,98.0,Short Haul >1500Mi
MDW,DEN,148.0,Short Haul >1500Mi
MDW,DFW,145.0,Short Haul >1500Mi
MDW,DTW,61.0,Short Haul >1500Mi
MDW,ECP,121.0,Short Haul >1500Mi
MDW,FLL,169.0,Short Haul >1500Mi
MDW,GRR,44.0,Short Haul >1500Mi
MDW,HOU,149.0,Short Haul >1500Mi
MDW,IAD,96.0,Short Haul >1500Mi
MDW,IAH,150.0,Short Haul >1500Mi
MDW,JAX,126.0,Short Haul >1500Mi
MDW,LAS,224.0,Medium Haul <3000Mi
MDW,LAX,253.0,Medium Haul <3000Mi
MDW,LGA,116.0,Short Haul >1500Mi
MDW,LGB,252.0,Medium Haul <3000Mi
MDW,MCI,80.0,Short Haul >1500Mi
MDW,MCO,147.0,Short Haul >1500Mi
MDW,MEM,91.0,Short Haul >1500Mi
MDW,MHT,119.0,Short Haul >1500Mi
MDW,MIA,172.0,Short Haul >1500Mi
MDW,MSP,80.0,Short Haul >1500Mi
MDW,MSY,126.0,Short Haul >1500Mi
MDW,MYR,109.0,Short Haul >1500Mi
MDW,OAK,264.0,Medium Haul <3000Mi
MDW,OKC,117.0,Short Haul >1500Mi
MDW,OMA,81.0,Short Haul >1500Mi
MDW,ONT,245.0,Medium Haul <3000Mi
MDW,ORF,112.0,Short Haul >1500Mi
MDW,PBI,169.0,Short Haul >1500Mi
MDW,PDX,251.0,Medium Haul <3000Mi
MDW,PGD,165.0,Short Haul >1500Mi
MDW,PHL,107.0,Short Haul >1500Mi
MDW,PHX,216.0,Short Haul >1500Mi
MDW,PIT,73.0,Short Haul >1500Mi
MDW,PNS,118.0,Short Haul >1500Mi
MDW,PVD,124.0,Short Haul >1500Mi
MDW,PVU,195.0,Short Haul >1500Mi
MDW,PWM,125.0,Short Haul >1500Mi
MDW,RDU,103.0,Short Haul >1500Mi
MDW,RIC,103.0,Short Haul >1500Mi
MDW,RNO,247.0,Medium Haul <3000Mi
MDW,ROC,87.0,Short Haul >1500Mi
MDW,RSW,157.0,Short Haul >1500Mi
MDW,SAN,247.0,Medium Haul <3000Mi
MDW,SAT,159.5,Short Haul >1500Mi
MDW,SAV,117.0,Short Haul >1500Mi
MDW,SDF,63.0,Short Haul >1500Mi
MDW,SEA,259.0,Medium Haul <3000Mi
MDW,SFO,274.0,Medium Haul <3000Mi
MDW,SJC,262.5,Medium Haul <3000Mi
MDW,SJU,277.0,Medium Haul <3000Mi
MDW,SLC,198.0,Short Haul >1500Mi
MDW,SMF,256.0,Medium Haul <3000Mi
MDW,SNA,261.5,Medium Haul <3000Mi
MDW,SRQ,151.0,Short Haul >1500Mi
MDW,STL,62.0,Short Haul >1500Mi
MDW,TPA,148.0,Short Haul >1500Mi
MDW,TUL,103.0,Short Haul >1500Mi
MDW,TUS,214.5,Short Haul >1500Mi
MDW,TYS,82.0,Short Haul >1500Mi
MDW,VPS,125.0,Short Haul >1500Mi
MEI,IAH,91.0,Short Haul >1500Mi
MEI,PIB,32.0,Short Haul >1500Mi
MEM,ATL,71.0,Short Haul >1500Mi
MEM,AUS,115.0,Short Haul >1500Mi
MEM,BOS,170.0,Short Haul >1500Mi
MEM,BWI,115.0,Short Haul >1500Mi
MEM,CLT,101.0,Short Haul >1500Mi
MEM,DAL,82.0,Short Haul >1500Mi
MEM,DCA,126.0,Short Haul >1500Mi
MEM,DEN,150.0,Short Haul >1500Mi
MEM,DFW,99.0,Short Haul >1500Mi
MEM,DTW,105.0,Short Haul >1500Mi
MEM,EWR,151.0,Short Haul >1500Mi
MEM,FLL,135.0,Short Haul >1500Mi
MEM,HOU,92.0,Short Haul >1500Mi
MEM,IAH,106.0,Short Haul >1500Mi
MEM,LAS,218.0,Short Haul >1500Mi
MEM,LAX,241.0,Medium Haul <3000Mi
MEM,LGA,156.0,Short Haul >1500Mi
MEM,MCO,114.0,Short Haul >1500Mi
MEM,MDW,89.0,Short Haul >1500Mi
MEM,MIA,139.0,Short Haul >1500Mi
MEM,MSP,124.0,Short Haul >1500Mi
MEM,ORD,109.0,Short Haul >1500Mi
MEM,PHL,139.0,Short Haul >1500Mi
MEM,PHX,205.0,Short Haul >1500Mi
MEM,PIE,106.0,Short Haul >1500Mi
MEM,SFB,111.0,Short Haul >1500Mi
MEM,SLC,194.0,Short Haul >1500Mi
MEM,TPA,104.0,Short Haul >1500Mi
MEM,VPS,78.5,Short Haul >1500Mi
MFE,BNA,143.0,Short Haul >1500Mi
MFE,DFW,96.0,Short Haul >1500Mi
MFE,IAH,71.0,Short Haul >1500Mi
MFE,LAS,186.0,Short Haul >1500Mi
MFE,LAX,194.0,Short Haul >1500Mi
MFE,SFB,155.0,Short Haul >1500Mi
MFR,AZA,136.0,Short Haul >1500Mi
MFR,DEN,146.0,Short Haul >1500Mi
MFR,LAS,105.0,Short Haul >1500Mi
MFR,LAX,115.0,Short Haul >1500Mi
MFR,PDX,68.0,Short Haul >1500Mi
MFR,PHX,137.0,Short Haul >1500Mi
MFR,SAN,128.5,Short Haul >1500Mi
MFR,SEA,85.0,Short Haul >1500Mi
MFR,SFO,80.0,Short Haul >1500Mi
MFR,SLC,104.0,Short Haul >1500Mi
MFR,SNA,118.0,Short Haul >1500Mi
MGM,ATL,56.0,Short Haul >1500Mi
MGM,DCA,122.0,Short Haul >1500Mi
MGM,DFW,128.0,Short Haul >1500Mi
MHK,DFW,94.0,Short Haul >1500Mi
MHK,ORD,100.0,Short Haul >1500Mi
MHT,BWI,85.0,Short Haul >1500Mi
MHT,CLT,142.0,Short Haul >1500Mi
MHT,DCA,106.0,Short Haul >1500Mi
MHT,EWR,84.0,Short Haul >1500Mi
MHT,FLL,191.0,Short Haul >1500Mi
MHT,MCO,189.0,Short Haul >1500Mi
MHT,MDW,140.0,Short Haul >1500Mi
MHT,MYR,127.0,Short Haul >1500Mi
MHT,ORD,156.0,Short Haul >1500Mi
MHT,PHL,91.0,Short Haul >1500Mi
MHT,RSW,210.0,Short Haul >1500Mi
MHT,TPA,199.0,Short Haul >1500Mi
